광역,지역명,광역_지역명,구분,사업명,연도,온실가스 감축량(톤),예산(백만원)
강원,고성군,강원 고성군,건물,신재생에너지 주택지원사업,2030,1,0
강원,고성군,강원 고성군,건물,신재생에너지 주택지원사업,2034,7,0
강원,고성군,강원 고성군,건물,취약계층 에너지 복지사업,2025,66,20
강원,고성군,강원 고성군,건물,취약계층 에너지 복지사업,2026,131,20
강원,고성군,강원 고성군,건물,취약계층 에너지 복지사업,2027,197,20
강원,고성군,강원 고성군,건물,취약계층 에너지 복지사업,2028,262,20
강원,고성군,강원 고성군,건물,취약계층 에너지 복지사업,2029,328,20
강원,고성군,강원 고성군,건물,취약계층 에너지 복지사업,2030,394,0
강원,고성군,강원 고성군,건물,취약계층 에너지 복지사업,2034,2624,0
강원,고성군,강원 고성군,건물,탄소제로 시범마을 조성계획 수립,2025,0,593
강원,고성군,강원 고성군,건물,탄소제로 시범마을 조성계획 수립,2026,0,593
강원,고성군,강원 고성군,건물,탄소제로 시범마을 조성계획 수립,2027,0,593
강원,고성군,강원 고성군,건물,탄소제로 시범마을 조성계획 수립,2028,0,593
강원,고성군,강원 고성군,건물,탄소제로 시범마을 조성계획 수립,2029,0,593
강원,고성군,강원 고성군,건물,탄소제로 시범마을 조성계획 수립,2030,0,0
강원,고성군,강원 고성군,건물,탄소제로 시범마을 조성계획 수립,2034,0,0
강원,고성군,강원 고성군,건물,탄소포인트제 및 자동차 탄소포인트제 추친·관리,2025,0,28
강원,고성군,강원 고성군,건물,탄소포인트제 및 자동차 탄소포인트제 추친·관리,2026,0,30
강원,고성군,강원 고성군,건물,탄소포인트제 및 자동차 탄소포인트제 추친·관리,2027,0,30
강원,고성군,강원 고성군,건물,탄소포인트제 및 자동차 탄소포인트제 추친·관리,2028,0,30
강원,고성군,강원 고성군,건물,탄소포인트제 및 자동차 탄소포인트제 추친·관리,2029,0,30
강원,고성군,강원 고성군,건물,탄소포인트제 및 자동차 탄소포인트제 추친·관리,2030,0,0
강원,고성군,강원 고성군,건물,탄소포인트제 및 자동차 탄소포인트제 추친·관리,2034,0,0
강원,고성군,강원 고성군,농축산,고품질 퇴비화 생산관리,2025,0,80
강원,고성군,강원 고성군,농축산,고품질 퇴비화 생산관리,2026,0,40
강원,고성군,강원 고성군,농축산,고품질 퇴비화 생산관리,2027,0,40
강원,고성군,강원 고성군,농축산,고품질 퇴비화 생산관리,2028,0,60
강원,고성군,강원 고성군,농축산,고품질 퇴비화 생산관리,2029,0,100
강원,고성군,강원 고성군,농축산,고품질 퇴비화 생산관리,2030,0,0
강원,고성군,강원 고성군,농축산,고품질 퇴비화 생산관리,2034,0,0
강원,고성군,강원 고성군,농축산,다목적 가축분뇨 처리장비 지원,2025,0,40
강원,고성군,강원 고성군,농축산,다목적 가축분뇨 처리장비 지원,2026,0,160
강원,고성군,강원 고성군,농축산,다목적 가축분뇨 처리장비 지원,2027,0,80
강원,고성군,강원 고성군,농축산,다목적 가축분뇨 처리장비 지원,2028,0,240
강원,고성군,강원 고성군,농축산,다목적 가축분뇨 처리장비 지원,2029,0,160
강원,고성군,강원 고성군,농축산,다목적 가축분뇨 처리장비 지원,2030,0,0
강원,고성군,강원 고성군,농축산,다목적 가축분뇨 처리장비 지원,2034,0,0
강원,고성군,강원 고성군,수송,운행차 배출가스 저감사업 추진,2025,0,880
강원,고성군,강원 고성군,수송,운행차 배출가스 저감사업 추진,2026,0,1000
강원,고성군,강원 고성군,수송,운행차 배출가스 저감사업 추진,2027,0,1000
강원,고성군,강원 고성군,수송,운행차 배출가스 저감사업 추진,2028,0,1000
강원,고성군,강원 고성군,수송,운행차 배출가스 저감사업 추진,2029,0,1000
강원,고성군,강원 고성군,수송,운행차 배출가스 저감사업 추진,2030,0,500
강원,고성군,강원 고성군,수송,운행차 배출가스 저감사업 추진,2034,0,2000
강원,고성군,강원 고성군,수송,전기자동차 보급사업 추진,2025,74,1540
강원,고성군,강원 고성군,수송,전기자동차 보급사업 추진,2026,147,1540
강원,고성군,강원 고성군,수송,전기자동차 보급사업 추진,2027,221,1540
강원,고성군,강원 고성군,수송,전기자동차 보급사업 추진,2028,295,1540
강원,고성군,강원 고성군,수송,전기자동차 보급사업 추진,2029,369,1540
강원,고성군,강원 고성군,수송,전기자동차 보급사업 추진,2030,442,770
강원,고성군,강원 고성군,수송,전기자동차 보급사업 추진,2034,2949,3080
강원,고성군,강원 고성군,수송,전기자동차 충전소 설치 및 관리,2025,0,0
강원,고성군,강원 고성군,수송,전기자동차 충전소 설치 및 관리,2026,0,0
강원,고성군,강원 고성군,수송,전기자동차 충전소 설치 및 관리,2027,0,0
강원,고성군,강원 고성군,수송,전기자동차 충전소 설치 및 관리,2028,0,0
강원,고성군,강원 고성군,수송,전기자동차 충전소 설치 및 관리,2029,0,0
강원,고성군,강원 고성군,수송,전기자동차 충전소 설치 및 관리,2030,0,0
강원,고성군,강원 고성군,수송,전기자동차 충전소 설치 및 관리,2034,0,0
강원,고성군,강원 고성군,전환,통일고성태양광 발전사업,2025,0,20
강원,고성군,강원 고성군,전환,통일고성태양광 발전사업,2026,0,20
강원,고성군,강원 고성군,전환,통일고성태양광 발전사업,2027,0,20
강원,고성군,강원 고성군,전환,통일고성태양광 발전사업,2028,0,20
강원,고성군,강원 고성군,전환,통일고성태양광 발전사업,2029,1,20
강원,고성군,강원 고성군,전환,통일고성태양광 발전사업,2030,1,0
강원,고성군,강원 고성군,전환,통일고성태양광 발전사업,2034,4,0
강원,고성군,강원 고성군,폐기물,1회용품 사용 규제,2025,117,0
강원,고성군,강원 고성군,폐기물,1회용품 사용 규제,2026,257,0
강원,고성군,강원 고성군,폐기물,1회용품 사용 규제,2027,410,0
강원,고성군,강원 고성군,폐기물,1회용품 사용 규제,2028,573,0
강원,고성군,강원 고성군,폐기물,1회용품 사용 규제,2029,749,0
강원,고성군,강원 고성군,폐기물,1회용품 사용 규제,2030,936,0
강원,고성군,강원 고성군,폐기물,1회용품 사용 규제,2034,7207,0
강원,고성군,강원 고성군,폐기물,과대포장 및 분리배출 표시 지도·점검,2025,0,0
강원,고성군,강원 고성군,폐기물,과대포장 및 분리배출 표시 지도·점검,2026,0,0
강원,고성군,강원 고성군,폐기물,과대포장 및 분리배출 표시 지도·점검,2027,0,0
강원,고성군,강원 고성군,폐기물,과대포장 및 분리배출 표시 지도·점검,2028,0,0
강원,고성군,강원 고성군,폐기물,과대포장 및 분리배출 표시 지도·점검,2029,0,0
강원,고성군,강원 고성군,폐기물,과대포장 및 분리배출 표시 지도·점검,2030,0,0
강원,고성군,강원 고성군,폐기물,과대포장 및 분리배출 표시 지도·점검,2034,0,0
강원,고성군,강원 고성군,폐기물,농어촌폐기물종합처리시설 운영·관리,2025,70,1600
강원,고성군,강원 고성군,폐기물,농어촌폐기물종합처리시설 운영·관리,2026,140,1800
강원,고성군,강원 고성군,폐기물,농어촌폐기물종합처리시설 운영·관리,2027,210,1800
강원,고성군,강원 고성군,폐기물,농어촌폐기물종합처리시설 운영·관리,2028,280,1800
강원,고성군,강원 고성군,폐기물,농어촌폐기물종합처리시설 운영·관리,2029,350,1800
강원,고성군,강원 고성군,폐기물,농어촌폐기물종합처리시설 운영·관리,2030,425,0
강원,고성군,강원 고성군,폐기물,농어촌폐기물종합처리시설 운영·관리,2034,2900,0
강원,고성군,강원 고성군,폐기물,재활용폐기물 처리 및 생활자원회수센터 관리,2025,29,2368
강원,고성군,강원 고성군,폐기물,재활용폐기물 처리 및 생활자원회수센터 관리,2026,61,2368
강원,고성군,강원 고성군,폐기물,재활용폐기물 처리 및 생활자원회수센터 관리,2027,95,2368
강원,고성군,강원 고성군,폐기물,재활용폐기물 처리 및 생활자원회수센터 관리,2028,130,2368
강원,고성군,강원 고성군,폐기물,재활용폐기물 처리 및 생활자원회수센터 관리,2029,166,2368
강원,고성군,강원 고성군,폐기물,재활용폐기물 처리 및 생활자원회수센터 관리,2030,170,0
강원,고성군,강원 고성군,폐기물,재활용폐기물 처리 및 생활자원회수센터 관리,2034,1284,0
강원,고성군,강원 고성군,폐기물,폐기물처리시설 설치 및 개선사업,2025,456,1300
강원,고성군,강원 고성군,폐기물,폐기물처리시설 설치 및 개선사업,2026,913,1300
강원,고성군,강원 고성군,폐기물,폐기물처리시설 설치 및 개선사업,2027,1369,1300
강원,고성군,강원 고성군,폐기물,폐기물처리시설 설치 및 개선사업,2028,1825,1300
강원,고성군,강원 고성군,폐기물,폐기물처리시설 설치 및 개선사업,2029,2281,1300
강원,고성군,강원 고성군,폐기물,폐기물처리시설 설치 및 개선사업,2030,2738,0
강원,고성군,강원 고성군,폐기물,폐기물처리시설 설치 및 개선사업,2034,19126,0
강원,고성군,강원 고성군,흡수원,맞춤형 숲가꾸기 사업 추진,2025,896,1990
강원,고성군,강원 고성군,흡수원,맞춤형 숲가꾸기 사업 추진,2026,1792,1990
강원,고성군,강원 고성군,흡수원,맞춤형 숲가꾸기 사업 추진,2027,2687,1990
강원,고성군,강원 고성군,흡수원,맞춤형 숲가꾸기 사업 추진,2028,3583,1990
강원,고성군,강원 고성군,흡수원,맞춤형 숲가꾸기 사업 추진,2029,4479,1990
강원,고성군,강원 고성군,흡수원,맞춤형 숲가꾸기 사업 추진,2030,5375,0
강원,고성군,강원 고성군,흡수원,맞춤형 숲가꾸기 사업 추진,2034,35830,0
강원,고성군,강원 고성군,흡수원,식목일 맞이 내 나무 갖기 캠페인,2025,22,46
강원,고성군,강원 고성군,흡수원,식목일 맞이 내 나무 갖기 캠페인,2026,43,46
강원,고성군,강원 고성군,흡수원,식목일 맞이 내 나무 갖기 캠페인,2027,65,46
강원,고성군,강원 고성군,흡수원,식목일 맞이 내 나무 갖기 캠페인,2028,86,46
강원,고성군,강원 고성군,흡수원,식목일 맞이 내 나무 갖기 캠페인,2029,108,46
강원,고성군,강원 고성군,흡수원,식목일 맞이 내 나무 갖기 캠페인,2030,130,0
강원,고성군,강원 고성군,흡수원,식목일 맞이 내 나무 갖기 캠페인,2034,864,0
강원,고성군,강원 고성군,흡수원,쾌적한 도시공원 및 녹지쉼터 유지·관리,2025,0,430
강원,고성군,강원 고성군,흡수원,쾌적한 도시공원 및 녹지쉼터 유지·관리,2026,0,430
강원,고성군,강원 고성군,흡수원,쾌적한 도시공원 및 녹지쉼터 유지·관리,2027,0,430
강원,고성군,강원 고성군,흡수원,쾌적한 도시공원 및 녹지쉼터 유지·관리,2028,0,430
강원,고성군,강원 고성군,흡수원,쾌적한 도시공원 및 녹지쉼터 유지·관리,2029,0,430
강원,고성군,강원 고성군,흡수원,쾌적한 도시공원 및 녹지쉼터 유지·관리,2030,0,0
강원,고성군,강원 고성군,흡수원,쾌적한 도시공원 및 녹지쉼터 유지·관리,2034,0,0
강원,고성군,강원 고성군,흡수원,큰나무 공익조림,2025,21,47
강원,고성군,강원 고성군,흡수원,큰나무 공익조림,2026,41,47
강원,고성군,강원 고성군,흡수원,큰나무 공익조림,2027,62,47
강원,고성군,강원 고성군,흡수원,큰나무 공익조림,2028,83,47
강원,고성군,강원 고성군,흡수원,큰나무 공익조림,2029,104,47
강원,고성군,강원 고성군,흡수원,큰나무 공익조림,2030,124,0
강원,고성군,강원 고성군,흡수원,큰나무 공익조림,2034,828,0
강원,양양군,강원 양양군,건물,신재생에너지 융복합 지원사업(지열),2025,137,0
강원,양양군,강원 양양군,건물,신재생에너지 융복합 지원사업(지열),2026,137,0
강원,양양군,강원 양양군,건물,신재생에너지 융복합 지원사업(지열),2027,137,0
강원,양양군,강원 양양군,건물,신재생에너지 융복합 지원사업(지열),2028,137,0
강원,양양군,강원 양양군,건물,신재생에너지 융복합 지원사업(지열),2029,137,0
강원,양양군,강원 양양군,건물,신재생에너지 융복합 지원사업(지열),2030,137,0
강원,양양군,강원 양양군,건물,신재생에너지 융복합 지원사업(지열),2034,549,0
강원,양양군,강원 양양군,건물,신재생에너지 융복합 지원사업(태양광),2025,235,1740
강원,양양군,강원 양양군,건물,신재생에너지 융복합 지원사업(태양광),2026,235,1740
강원,양양군,강원 양양군,건물,신재생에너지 융복합 지원사업(태양광),2027,235,1740
강원,양양군,강원 양양군,건물,신재생에너지 융복합 지원사업(태양광),2028,235,1740
강원,양양군,강원 양양군,건물,신재생에너지 융복합 지원사업(태양광),2029,235,1740
강원,양양군,강원 양양군,건물,신재생에너지 융복합 지원사업(태양광),2030,235,0
강원,양양군,강원 양양군,건물,신재생에너지 융복합 지원사업(태양광),2034,940,0
강원,양양군,강원 양양군,건물,신재생에너지 융복합 지원사업(태양열),2025,35,0
강원,양양군,강원 양양군,건물,신재생에너지 융복합 지원사업(태양열),2026,35,0
강원,양양군,강원 양양군,건물,신재생에너지 융복합 지원사업(태양열),2027,35,0
강원,양양군,강원 양양군,건물,신재생에너지 융복합 지원사업(태양열),2028,35,0
강원,양양군,강원 양양군,건물,신재생에너지 융복합 지원사업(태양열),2029,35,0
강원,양양군,강원 양양군,건물,신재생에너지 융복합 지원사업(태양열),2030,35,0
강원,양양군,강원 양양군,건물,신재생에너지 융복합 지원사업(태양열),2034,140,0
강원,양양군,강원 양양군,건물,신재생에너지 주택지원사업(지열),2025,22,0
강원,양양군,강원 양양군,건물,신재생에너지 주택지원사업(지열),2026,22,0
강원,양양군,강원 양양군,건물,신재생에너지 주택지원사업(지열),2027,22,0
강원,양양군,강원 양양군,건물,신재생에너지 주택지원사업(지열),2028,22,0
강원,양양군,강원 양양군,건물,신재생에너지 주택지원사업(지열),2029,22,0
강원,양양군,강원 양양군,건물,신재생에너지 주택지원사업(지열),2030,22,0
강원,양양군,강원 양양군,건물,신재생에너지 주택지원사업(지열),2034,87,0
강원,양양군,강원 양양군,건물,신재생에너지 주택지원사업(태양광),2025,109,144
강원,양양군,강원 양양군,건물,신재생에너지 주택지원사업(태양광),2026,109,144
강원,양양군,강원 양양군,건물,신재생에너지 주택지원사업(태양광),2027,109,144
강원,양양군,강원 양양군,건물,신재생에너지 주택지원사업(태양광),2028,109,144
강원,양양군,강원 양양군,건물,신재생에너지 주택지원사업(태양광),2029,109,144
강원,양양군,강원 양양군,건물,신재생에너지 주택지원사업(태양광),2030,109,0
강원,양양군,강원 양양군,건물,신재생에너지 주택지원사업(태양광),2034,437,0
강원,양양군,강원 양양군,건물,양양군 도시가스 공급배관 지원사업,2025,27,1057
강원,양양군,강원 양양군,건물,양양군 도시가스 공급배관 지원사업,2026,27,1057
강원,양양군,강원 양양군,건물,양양군 도시가스 공급배관 지원사업,2027,27,1057
강원,양양군,강원 양양군,건물,양양군 도시가스 공급배관 지원사업,2028,27,1057
강원,양양군,강원 양양군,건물,양양군 도시가스 공급배관 지원사업,2029,27,1057
강원,양양군,강원 양양군,건물,양양군 도시가스 공급배관 지원사업,2030,27,0
강원,양양군,강원 양양군,건물,양양군 도시가스 공급배관 지원사업,2034,108,0
강원,양양군,강원 양양군,건물,취약계층 에너지개선 지원사업,2025,0,10
강원,양양군,강원 양양군,건물,취약계층 에너지개선 지원사업,2026,0,10
강원,양양군,강원 양양군,건물,취약계층 에너지개선 지원사업,2027,0,10
강원,양양군,강원 양양군,건물,취약계층 에너지개선 지원사업,2028,0,10
강원,양양군,강원 양양군,건물,취약계층 에너지개선 지원사업,2029,0,10
강원,양양군,강원 양양군,건물,취약계층 에너지개선 지원사업,2030,0,0
강원,양양군,강원 양양군,건물,취약계층 에너지개선 지원사업,2034,0,0
강원,양양군,강원 양양군,농축산,자연친화 교육프로그램 운영,2025,0,25
강원,양양군,강원 양양군,농축산,자연친화 교육프로그램 운영,2026,0,25
강원,양양군,강원 양양군,농축산,자연친화 교육프로그램 운영,2027,0,25
강원,양양군,강원 양양군,농축산,자연친화 교육프로그램 운영,2028,0,25
강원,양양군,강원 양양군,농축산,자연친화 교육프로그램 운영,2029,0,25
강원,양양군,강원 양양군,농축산,자연친화 교육프로그램 운영,2030,0,0
강원,양양군,강원 양양군,농축산,자연친화 교육프로그램 운영,2034,0,0
강원,양양군,강원 양양군,농축산,저탄소 친환경 농업기반 육성 및 소득안정 지원,2025,0,61
강원,양양군,강원 양양군,농축산,저탄소 친환경 농업기반 육성 및 소득안정 지원,2026,0,61
강원,양양군,강원 양양군,농축산,저탄소 친환경 농업기반 육성 및 소득안정 지원,2027,0,61
강원,양양군,강원 양양군,농축산,저탄소 친환경 농업기반 육성 및 소득안정 지원,2028,0,61
강원,양양군,강원 양양군,농축산,저탄소 친환경 농업기반 육성 및 소득안정 지원,2029,0,61
강원,양양군,강원 양양군,농축산,저탄소 친환경 농업기반 육성 및 소득안정 지원,2030,0,0
강원,양양군,강원 양양군,농축산,저탄소 친환경 농업기반 육성 및 소득안정 지원,2034,0,0
강원,양양군,강원 양양군,농축산,조사료 생산기반 확충 TMR 배합기 보급,2025,0,704
강원,양양군,강원 양양군,농축산,조사료 생산기반 확충 TMR 배합기 보급,2026,0,704
강원,양양군,강원 양양군,농축산,조사료 생산기반 확충 TMR 배합기 보급,2027,0,704
강원,양양군,강원 양양군,농축산,조사료 생산기반 확충 TMR 배합기 보급,2028,0,704
강원,양양군,강원 양양군,농축산,조사료 생산기반 확충 TMR 배합기 보급,2029,0,704
강원,양양군,강원 양양군,농축산,조사료 생산기반 확충 TMR 배합기 보급,2030,0,0
강원,양양군,강원 양양군,농축산,조사료 생산기반 확충 TMR 배합기 보급,2034,0,0
강원,양양군,강원 양양군,농축산,축산분뇨 처리시설 운영,2025,0,540
강원,양양군,강원 양양군,농축산,축산분뇨 처리시설 운영,2026,0,540
강원,양양군,강원 양양군,농축산,축산분뇨 처리시설 운영,2027,0,540
강원,양양군,강원 양양군,농축산,축산분뇨 처리시설 운영,2028,0,540
강원,양양군,강원 양양군,농축산,축산분뇨 처리시설 운영,2029,0,540
강원,양양군,강원 양양군,농축산,축산분뇨 처리시설 운영,2030,0,0
강원,양양군,강원 양양군,농축산,축산분뇨 처리시설 운영,2034,0,0
강원,양양군,강원 양양군,농축산,친환경 액상비료 공급,2025,63,200
강원,양양군,강원 양양군,농축산,친환경 액상비료 공급,2026,63,200
강원,양양군,강원 양양군,농축산,친환경 액상비료 공급,2027,63,200
강원,양양군,강원 양양군,농축산,친환경 액상비료 공급,2028,63,200
강원,양양군,강원 양양군,농축산,친환경 액상비료 공급,2029,63,200
강원,양양군,강원 양양군,농축산,친환경 액상비료 공급,2030,63,0
강원,양양군,강원 양양군,농축산,친환경 액상비료 공급,2034,253,0
강원,양양군,강원 양양군,수송,노후경유차 조기폐차 지원사업,2025,300,594
강원,양양군,강원 양양군,수송,노후경유차 조기폐차 지원사업,2026,300,594
강원,양양군,강원 양양군,수송,노후경유차 조기폐차 지원사업,2027,300,594
강원,양양군,강원 양양군,수송,노후경유차 조기폐차 지원사업,2028,300,594
강원,양양군,강원 양양군,수송,노후경유차 조기폐차 지원사업,2029,300,594
강원,양양군,강원 양양군,수송,노후경유차 조기폐차 지원사업,2030,300,0
강원,양양군,강원 양양군,수송,노후경유차 조기폐차 지원사업,2034,1199,0
강원,양양군,강원 양양군,수송,수소전기자동차 보급사업,2025,9,345
강원,양양군,강원 양양군,수송,수소전기자동차 보급사업,2026,9,345
강원,양양군,강원 양양군,수송,수소전기자동차 보급사업,2027,9,345
강원,양양군,강원 양양군,수송,수소전기자동차 보급사업,2028,9,345
강원,양양군,강원 양양군,수송,수소전기자동차 보급사업,2029,9,345
강원,양양군,강원 양양군,수송,수소전기자동차 보급사업,2030,9,0
강원,양양군,강원 양양군,수송,수소전기자동차 보급사업,2034,37,0
강원,양양군,강원 양양군,수송,운행경유차 배출가스 저감사업(엔진교체),2025,0,83
강원,양양군,강원 양양군,수송,운행경유차 배출가스 저감사업(엔진교체),2026,0,83
강원,양양군,강원 양양군,수송,운행경유차 배출가스 저감사업(엔진교체),2027,0,83
강원,양양군,강원 양양군,수송,운행경유차 배출가스 저감사업(엔진교체),2028,0,83
강원,양양군,강원 양양군,수송,운행경유차 배출가스 저감사업(엔진교체),2029,0,83
강원,양양군,강원 양양군,수송,운행경유차 배출가스 저감사업(엔진교체),2030,0,0
강원,양양군,강원 양양군,수송,운행경유차 배출가스 저감사업(엔진교체),2034,0,0
강원,양양군,강원 양양군,수송,운행경유차 배출가스 저감사업(저감장치),2025,1,17
강원,양양군,강원 양양군,수송,운행경유차 배출가스 저감사업(저감장치),2026,1,17
강원,양양군,강원 양양군,수송,운행경유차 배출가스 저감사업(저감장치),2027,1,17
강원,양양군,강원 양양군,수송,운행경유차 배출가스 저감사업(저감장치),2028,1,17
강원,양양군,강원 양양군,수송,운행경유차 배출가스 저감사업(저감장치),2029,1,17
강원,양양군,강원 양양군,수송,운행경유차 배출가스 저감사업(저감장치),2030,1,0
강원,양양군,강원 양양군,수송,운행경유차 배출가스 저감사업(저감장치),2034,3,0
강원,양양군,강원 양양군,수송,전기이륜차 보급사업,2025,7,19
강원,양양군,강원 양양군,수송,전기이륜차 보급사업,2026,7,19
강원,양양군,강원 양양군,수송,전기이륜차 보급사업,2027,7,19
강원,양양군,강원 양양군,수송,전기이륜차 보급사업,2028,7,19
강원,양양군,강원 양양군,수송,전기이륜차 보급사업,2029,7,19
강원,양양군,강원 양양군,수송,전기이륜차 보급사업,2030,7,0
강원,양양군,강원 양양군,수송,전기이륜차 보급사업,2034,26,0
강원,양양군,강원 양양군,수송,전기자동차 보급사업(승용),2025,58,1171
강원,양양군,강원 양양군,수송,전기자동차 보급사업(승용),2026,58,1171
강원,양양군,강원 양양군,수송,전기자동차 보급사업(승용),2027,58,1171
강원,양양군,강원 양양군,수송,전기자동차 보급사업(승용),2028,58,1171
강원,양양군,강원 양양군,수송,전기자동차 보급사업(승용),2029,58,1171
강원,양양군,강원 양양군,수송,전기자동차 보급사업(승용),2030,58,0
강원,양양군,강원 양양군,수송,전기자동차 보급사업(승용),2034,233,0
강원,양양군,강원 양양군,수송,전기자동차 보급사업(승합),2025,2,0
강원,양양군,강원 양양군,수송,전기자동차 보급사업(승합),2026,2,0
강원,양양군,강원 양양군,수송,전기자동차 보급사업(승합),2027,2,0
강원,양양군,강원 양양군,수송,전기자동차 보급사업(승합),2028,2,0
강원,양양군,강원 양양군,수송,전기자동차 보급사업(승합),2029,2,0
강원,양양군,강원 양양군,수송,전기자동차 보급사업(승합),2030,2,0
강원,양양군,강원 양양군,수송,전기자동차 보급사업(승합),2034,8,0
강원,양양군,강원 양양군,수송,전기자동차 보급사업(화물),2025,65,0
강원,양양군,강원 양양군,수송,전기자동차 보급사업(화물),2026,65,0
강원,양양군,강원 양양군,수송,전기자동차 보급사업(화물),2027,65,0
강원,양양군,강원 양양군,수송,전기자동차 보급사업(화물),2028,65,0
강원,양양군,강원 양양군,수송,전기자동차 보급사업(화물),2029,65,0
강원,양양군,강원 양양군,수송,전기자동차 보급사업(화물),2030,65,0
강원,양양군,강원 양양군,수송,전기자동차 보급사업(화물),2034,259,0
강원,양양군,강원 양양군,폐기물,음식물 쓰레기 분리수거 사업 추진,2025,4,15
강원,양양군,강원 양양군,폐기물,음식물 쓰레기 분리수거 사업 추진,2026,0,0
강원,양양군,강원 양양군,폐기물,음식물 쓰레기 분리수거 사업 추진,2027,0,0
강원,양양군,강원 양양군,폐기물,음식물 쓰레기 분리수거 사업 추진,2028,0,0
강원,양양군,강원 양양군,폐기물,음식물 쓰레기 분리수거 사업 추진,2029,0,0
강원,양양군,강원 양양군,폐기물,음식물 쓰레기 분리수거 사업 추진,2030,0,0
강원,양양군,강원 양양군,폐기물,음식물 쓰레기 분리수거 사업 추진,2034,0,0
강원,양양군,강원 양양군,폐기물,재활용 쓰레기 분리수거 활성화 사업,2025,0,980
강원,양양군,강원 양양군,폐기물,재활용 쓰레기 분리수거 활성화 사업,2026,0,980
강원,양양군,강원 양양군,폐기물,재활용 쓰레기 분리수거 활성화 사업,2027,0,980
강원,양양군,강원 양양군,폐기물,재활용 쓰레기 분리수거 활성화 사업,2028,0,980
강원,양양군,강원 양양군,폐기물,재활용 쓰레기 분리수거 활성화 사업,2029,0,980
강원,양양군,강원 양양군,폐기물,재활용 쓰레기 분리수거 활성화 사업,2030,0,490
강원,양양군,강원 양양군,폐기물,재활용 쓰레기 분리수거 활성화 사업,2034,0,1960
강원,양양군,강원 양양군,폐기물,재활용품 무인회수기 설치,2025,0,42
강원,양양군,강원 양양군,폐기물,재활용품 무인회수기 설치,2026,0,0
강원,양양군,강원 양양군,폐기물,재활용품 무인회수기 설치,2027,0,0
강원,양양군,강원 양양군,폐기물,재활용품 무인회수기 설치,2028,0,0
강원,양양군,강원 양양군,폐기물,재활용품 무인회수기 설치,2029,0,0
강원,양양군,강원 양양군,폐기물,재활용품 무인회수기 설치,2030,0,0
강원,양양군,강원 양양군,폐기물,재활용품 무인회수기 설치,2034,0,0
강원,양양군,강원 양양군,흡수원,공공산림 가꾸기 사업,2025,0,520
강원,양양군,강원 양양군,흡수원,공공산림 가꾸기 사업,2026,0,520
강원,양양군,강원 양양군,흡수원,공공산림 가꾸기 사업,2027,0,520
강원,양양군,강원 양양군,흡수원,공공산림 가꾸기 사업,2028,0,520
강원,양양군,강원 양양군,흡수원,공공산림 가꾸기 사업,2029,0,520
강원,양양군,강원 양양군,흡수원,공공산림 가꾸기 사업,2030,0,0
강원,양양군,강원 양양군,흡수원,공공산림 가꾸기 사업,2034,0,0
강원,양양군,강원 양양군,흡수원,국토변 및 마을 진입로 꽃길 조성사업,2025,0,10
강원,양양군,강원 양양군,흡수원,국토변 및 마을 진입로 꽃길 조성사업,2026,0,10
강원,양양군,강원 양양군,흡수원,국토변 및 마을 진입로 꽃길 조성사업,2027,0,10
강원,양양군,강원 양양군,흡수원,국토변 및 마을 진입로 꽃길 조성사업,2028,0,10
강원,양양군,강원 양양군,흡수원,국토변 및 마을 진입로 꽃길 조성사업,2029,0,10
강원,양양군,강원 양양군,흡수원,국토변 및 마을 진입로 꽃길 조성사업,2030,0,0
강원,양양군,강원 양양군,흡수원,국토변 및 마을 진입로 꽃길 조성사업,2034,0,0
강원,양양군,강원 양양군,흡수원,도로변 화단조성 및 제초작업 실시,2025,0,10
강원,양양군,강원 양양군,흡수원,도로변 화단조성 및 제초작업 실시,2026,0,10
강원,양양군,강원 양양군,흡수원,도로변 화단조성 및 제초작업 실시,2027,0,10
강원,양양군,강원 양양군,흡수원,도로변 화단조성 및 제초작업 실시,2028,0,10
강원,양양군,강원 양양군,흡수원,도로변 화단조성 및 제초작업 실시,2029,0,10
강원,양양군,강원 양양군,흡수원,도로변 화단조성 및 제초작업 실시,2030,0,0
강원,양양군,강원 양양군,흡수원,도로변 화단조성 및 제초작업 실시,2034,0,0
강원,양양군,강원 양양군,흡수원,바다숲 조성,2025,0,2000
강원,양양군,강원 양양군,흡수원,바다숲 조성,2026,0,2000
강원,양양군,강원 양양군,흡수원,바다숲 조성,2027,0,2000
강원,양양군,강원 양양군,흡수원,바다숲 조성,2028,0,2000
강원,양양군,강원 양양군,흡수원,바다숲 조성,2029,0,2000
강원,양양군,강원 양양군,흡수원,바다숲 조성,2030,0,0
강원,양양군,강원 양양군,흡수원,바다숲 조성,2034,0,0
강원,양양군,강원 양양군,흡수원,산불예방 감시활동 및 산불진화 역량강화,2025,0,5093
강원,양양군,강원 양양군,흡수원,산불예방 감시활동 및 산불진화 역량강화,2026,0,5093
강원,양양군,강원 양양군,흡수원,산불예방 감시활동 및 산불진화 역량강화,2027,0,5093
강원,양양군,강원 양양군,흡수원,산불예방 감시활동 및 산불진화 역량강화,2028,0,5093
강원,양양군,강원 양양군,흡수원,산불예방 감시활동 및 산불진화 역량강화,2029,0,5093
강원,양양군,강원 양양군,흡수원,산불예방 감시활동 및 산불진화 역량강화,2030,0,0
강원,양양군,강원 양양군,흡수원,산불예방 감시활동 및 산불진화 역량강화,2034,0,0
